"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","8633"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","20","North Western Region","Number","4804"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","30","Eastern Region","Number","4510"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","40","Southern Region","Number","6271"
"RCD06C03","Detected crimes","2021","2021","13","Public Order and other Social Code Offences","IE0","State","Number","24218"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","3738"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","1020"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1220"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1194"
"RCD06C03","Detected crimes","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","7172"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","10","Dublin Metropolitan Region","Number","16"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","20","North Western Region","Number","5"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","30","Eastern Region","Number","22"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","40","Southern Region","Number","13"
"RCD06C03","Detected crimes","2022","2022","01","Homicide Offences","IE0","State","Number","56"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","10","Dublin Metropolitan Region","Number","104"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","20","North Western Region","Number","56"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","30","Eastern Region","Number","114"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","40","Southern Region","Number","72"
"RCD06C03","Detected crimes","2022","2022","02","Sexual Offences","IE0","State","Number","346"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","1583"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","1741"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","2082"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","1935"
"RCD06C03","Detected crimes","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number","7341"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","1757"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","20","North Western Region","Number","1850"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","30","Eastern Region","Number","1798"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","40","Southern Region","Number","1630"
"RCD06C03","Detected crimes","2022","2022","04","Dangerous or Negligent Acts","IE0","State","Number","7035"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","20"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","20","North Western Region","Number","7"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","30","Eastern Region","Number","11"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","40","Southern Region","Number","8"
"RCD06C03","Detected crimes","2022","2022","05","Kidnapping and Related Offences","IE0","State","Number","46"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","281"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","41"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","113"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","98"
"RCD06C03","Detected crimes","2022","2022","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number","533"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","807"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","20","North Western Region","Number","245"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","30","Eastern Region","Number","422"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","40","Southern Region","Number","428"
"RCD06C03","Detected crimes","2022","2022","07","Burglary and Related Offences","IE0","State","Number","1902"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","9123"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","20","North Western Region","Number","2364"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","30","Eastern Region","Number","4327"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","40","Southern Region","Number","4592"
"RCD06C03","Detected crimes","2022","2022","08","Theft and Related Offences","IE0","State","Number","20406"
"RCD06C03","Detected crimes","2022","2022","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","388"
"RCD06C03","Detected crimes","2022","2022","09","Fraud, Deception and Related Offences","20","North Western Region","Number","165"
"RCD06C03","Detected crimes","2022","2022","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","163"
"RCD06C03","Detected crimes","2022","2022","09","Fraud, Deception and Related Offences","40","Southern Region","Number","186"
"RCD06C03","Detected crimes","2022","2022","09","Fraud, Deception and Related Offences","IE0","State","Number","902"
"RCD06C03","Detected crimes","2022","2022","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","5509"
"RCD06C03","Detected crimes","2022","2022","10","Controlled Drug Offences","20","North Western Region","Number","1645"
"RCD06C03","Detected crimes","2022","2022","10","Controlled Drug Offences","30","Eastern Region","Number","4030"
"RCD06C03","Detected crimes","2022","2022","10","Controlled Drug Offences","40","Southern Region","Number","3082"
"RCD06C03","Detected crimes","2022","2022","10","Controlled Drug Offences","IE0","State","Number","14266"
"RCD06C03","Detected crimes","2022","2022","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","916"
"RCD06C03","Detected crimes","2022","2022","11","Weapons and Explosives Offences","20","North Western Region","Number","271"
"RCD06C03","Detected crimes","2022","2022","11","Weapons and Explosives Offences","30","Eastern Region","Number","350"
"RCD06C03","Detected crimes","2022","2022","11","Weapons and Explosives Offences","40","Southern Region","Number","334"
"RCD06C03","Detected crimes","2022","2022","11","Weapons and Explosives Offences","IE0","State","Number","1871"
"RCD06C03","Detected crimes","2022","2022","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","1566"
"RCD06C03","Detected crimes","2022","2022","12","Damage to Property and to the Environment","20","North Western Region","Number","812"
"RCD06C03","Detected crimes","2022","2022","12","Damage to Property and to the Environment","30","Eastern Region","Number","1075"
"RCD06C03","Detected crimes","2022","2022","12","Damage to Property and to the Environment","40","Southern Region","Number","954"
"RCD06C03","Detected crimes","2022","2022","12","Damage to Property and to the Environment","IE0","State","Number","4407"
"RCD06C03","Detected crimes","2022","2022","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","9002"
"RCD06C03","Detected crimes","2022","2022","13","Public Order and other Social Code Offences","20","North Western Region","Number","5261"
"RCD06C03","Detected crimes","2022","2022","13","Public Order and other Social Code Offences","30","Eastern Region","Number","5048"
"RCD06C03","Detected crimes","2022","2022","13","Public Order and other Social Code Offences","40","Southern Region","Number","6513"
"RCD06C03","Detected crimes","2022","2022","13","Public Order and other Social Code Offences","IE0","State","Number","25824"
"RCD06C03","Detected crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","5264"
"RCD06C03","Detected crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","881"
"RCD06C03","Detected crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","1399"
"RCD06C03","Detected crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","1382"
"RCD06C03","Detected crimes","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number","8926"
"RCD06C04","Crime incident detection rate","2018","2018","01","Homicide Offences","10","Dublin Metropolitan Region","%","71"
"RCD06C04","Crime incident detection rate","2018","2018","01","Homicide Offences","20","North Western Region","%","84"
"RCD06C04","Crime incident detection rate","2018","2018","01","Homicide Offences","30","Eastern Region","%","82"
"RCD06C04","Crime incident detection rate","2018","2018","01","Homicide Offences","40","Southern Region","%","86"
"RCD06C04","Crime incident detection rate","2018","2018","01","Homicide Offences","IE0","State","%","81"
"RCD06C04","Crime incident detection rate","2018","2018","02","Sexual Offences","10","Dublin Metropolitan Region","%","24"
"RCD06C04","Crime incident detection rate","2018","2018","02","Sexual Offences","20","North Western Region","%","27"
"RCD06C04","Crime incident detection rate","2018","2018","02","Sexual Offences","30","Eastern Region","%","29"
"RCD06C04","Crime incident detection rate","2018","2018","02","Sexual Offences","40","Southern Region","%","24"
"RCD06C04","Crime incident detection rate","2018","2018","02","Sexual Offences","IE0","State","%","26"
"RCD06C04","Crime incident detection rate","2018","2018","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","%","24"
